Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Solteiro,1ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,139.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Técnicos e Profissões de Nível Intermediário,128.2,sim,Não,não,sim,Masculino,sim,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.0,sim,Não,não,sim,Masculino,não,23,não,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduado
Solteiro,1ª fase - Entrada geral,3,administração,Diurno,Ensino médio,125.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.1,não,Não,sim,sim,Masculino,não,19,não,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Desistente
Solteiro,Maiores de 23 anos,1,Turismo,Diurno,Ensino médio,160.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Profissões das Forças Armadas,100.0,não,Não,não,sim,Masculino,não,26,não,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Matriculado
Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,148.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",134.0,não,Não,não,sim,Masculino,não,18,não,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Matriculado
Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,Pessoal Administrativo,130.8,não,Não,não,sim,Masculino,não,24,não,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,135.8,sim,Não,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Desistente
Solteiro,2ª fase - Entrada geral,4,Turismo,Diurno,Ensino médio,118.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",111.7,sim,Não,não,sim,Masculino,não,18,não,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,142.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,132.9,sim,Não,não,sim,Masculino,não,18,não,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduado
Solteiro,2ª fase - Entrada geral,3,administração,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",115.5,sim,Não,sim,sim,Masculino,não,18,não,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Desistente
Solteiro,3ª fase - Entrada geral,4,Turismo,Diurno,Ensino médio,106.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",106.0,sim,Não,não,sim,Masculino,sim,21,não,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,2ª fase - Entrada geral,4,Jornalismo e Comunicação,Diurno,Ensino médio,121.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.3,sim,Não,sim,sim,Masculino,sim,19,não,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduado
Solteiro,2ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.8,não,Não,não,sim,Masculino,sim,22,não,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",117.0,não,Não,não,sim,Masculino,não,33,não,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduado
Solteiro,1ª fase - Entrada geral,6,Educação básica (pedagogia),Diurno,Ensino médio,114.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.2,sim,Não,não,sim,Masculino,não,20,não,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino superior – bacharelado,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,155.7,sim,Não,não,sim,Masculino,não,35,não,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino superior – mestrado,160.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,180.4,não,Não,sim,sim,Masculino,não,24,não,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Desistente
Solteiro,2ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,125.5,não,Não,não,sim,Masculino,não,18,não,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Matriculado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",110.0,sim,Não,não,sim,Feminino,não,33,não,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduado
Solteiro,Transferência,1,Enfermagem,Diurno,Ensino médio,160.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",161.0,sim,Não,não,sim,Feminino,sim,22,não,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduado
Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,120.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",100.0,não,Não,não,sim,Feminino,sim,25,não,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduado
Solteiro,2ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,124.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,Estudante,117.6,sim,Não,não,sim,Masculino,não,20,não,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,6,administração,Diurno,Ensino médio,143.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,128.7,sim,Não,não,sim,Masculino,não,23,não,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Matriculado
Solteiro,Mudança de curso,2,Engenharia de software,Diurno,Ensino médio,115.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",112.2,sim,Não,sim,sim,Masculino,não,18,não,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Matriculado
Solteiro,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Profissões das Forças Armadas,100.8,não,Não,não,sim,Masculino,não,24,não,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Desistente
Solteiro,2ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,133.1,Brasil,Ensino Básico 3º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,105.0,sim,Não,não,não,Feminino,não,21,sim,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduado
Solteiro,Estudante internacional (bacharelado),1,Equinicultura,Diurno,Ensino médio,133.1,Brasil,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,100.0,não,Não,não,sim,Feminino,não,26,sim,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Desistente
Casado,Maiores de 23 anos,1,Educação básica (pedagogia),Diurno,11º ano de escolaridade – não concluído,133.1,Portugal,Ensino básico 1º Ciclo,Desconhecido,Estudante,Estudante,115.5,não,Não,não,sim,Feminino,não,39,não,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Desistente
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,114.0,não,Não,não,sim,Feminino,não,44,não,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduado
Solteiro,Estudante internacional (bacharelado),1,Engenharia de software,Diurno,Ensino médio,130.0,São Tomé e Príncipe,Ensino Básico 2º Ciclo,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,137.0,sim,Não,não,sim,Masculino,não,19,sim,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Matriculado
Solteiro,1ª fase - Entrada geral,5,Jornalismo e Comunicação,Diurno,Ensino médio,135.0,Portugal,Ensino básico 1º Ciclo,Ensino Secundário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.9,sim,Não,não,sim,Feminino,não,18,não,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduado
Solteiro,1ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,132.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.3,sim,Não,não,sim,Feminino,sim,18,não,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,135.0,Portugal,Ensino Secundário,Ensino Superior - Licenciatura,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",134.3,sim,Não,não,sim,Feminino,não,19,não,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Matriculado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,115.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,111.5,sim,Não,sim,não,Feminino,não,19,não,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Desistente
Solteiro,Titulares de diploma de licenciatura/tecnologo,1,Medicina Veterinária,Diurno,Curso técnico superior profissional,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,128.8,não,Não,não,sim,Feminino,não,21,não,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Desistente
Solteiro,1ª fase - Entrada geral,4,Animação e Design Multimédia,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,Profissões das Forças Armadas,110.0,sim,Não,não,sim,Feminino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",113.5,sim,Não,não,sim,Feminino,não,36,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Divorciado,Maiores de 23 anos,1,Agronomia,Diurno,11º ano de escolaridade,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",160.0,não,Não,não,sim,Feminino,não,43,não,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduado
Solteiro,3ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,123.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",117.4,sim,Não,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Desistente
Solteiro,Mudança de instituição/curso,1,Design de Comunicação,Diurno,Ensino médio,130.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Especialistas em Atividades Intelectuais e Científicas,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,122.2,não,Não,sim,sim,Feminino,não,20,não,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",118.2,sim,Não,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Desistente
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,113.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,106.7,sim,Não,não,sim,Feminino,não,20,não,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Desistente
Solteiro,1ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,111.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Mestrado,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,108.2,sim,Não,não,sim,Feminino,não,20,não,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Desistente
Solteiro,2ª fase - Entrada geral,2,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,107.0,sim,Não,não,sim,Feminino,não,20,não,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Matriculado
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,142.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores Qualificados da Indústria, Construção e Artesãos",136.1,sim,Não,não,sim,Feminino,não,18,não,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduado
Solteiro,2ª fase - Entrada geral,2,administração,Diurno,Ensino médio,123.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",115.3,sim,Não,não,sim,Feminino,sim,18,não,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Matriculado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,139.8,sim,Não,não,sim,Feminino,não,19,não,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduado
Solteiro,1ª fase - Entrada geral,3,Jornalismo e Comunicação,Diurno,Ensino médio,158.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",157.0,sim,Não,não,sim,Feminino,não,18,não,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduado
Solteiro,2ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,131.0,sim,Não,não,sim,Feminino,não,18,não,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Desistente
Solteiro,Mudança de curso,1,Enfermagem,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",100.0,não,Não,não,sim,Feminino,não,20,não,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Matriculado
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,154.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",140.4,sim,Não,não,sim,Feminino,sim,20,não,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Matriculado
Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,113.4,não,Não,não,sim,Feminino,não,20,não,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Matriculado
Solteiro,1ª fase - Entrada geral,2,Medicina Veterinária,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",137.0,não,Não,não,sim,Feminino,não,18,não,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduado
Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,127.0,Portugal,Ensino Superior - Licenciatura,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",121.8,não,Não,não,sim,Feminino,não,18,não,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduado
Solteiro,2ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",131.0,sim,Não,não,sim,Feminino,não,21,não,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,2,administração,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",118.6,sim,Não,não,sim,Feminino,não,19,não,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,137.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo,Especialistas em Atividades Intelectuais e Científicas,Trabalhadores Não Qualificados,122.3,não,Não,não,sim,Feminino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,127.9,não,Não,não,sim,Feminino,sim,19,não,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",121.3,sim,Não,não,sim,Feminino,não,19,não,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduado
