Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
56,Casado,Titulares de outros cursos superiores,1,Turismo,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Bacharelado,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,130.0,não,0,não,sim,Feminino,não,39,não,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
57,Solteiro,Maiores de 23 anos,1,Equinicultura,Diurno,Ensino superior - licenciatura (1.º ciclo),129.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,155.3,sim,0,não,sim,Feminino,não,27,não,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout
58,Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Profissões das Forças Armadas,139.8,sim,0,não,sim,Feminino,não,18,não,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate
59,Solteiro,1ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,125.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,Trabalhadores Não Qualificados,115.2,sim,0,não,sim,Feminino,não,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
60,Solteiro,1ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,125.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,114.9,não,0,não,sim,Feminino,não,18,não,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate
61,Solteiro,Titulares de diploma de especialização tecnológica,1,Serviço Social,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,131.9,não,0,não,sim,Feminino,sim,21,não,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate
62,Solteiro,2ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,133.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",126.0,sim,0,não,sim,Masculino,sim,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
63,Solteiro,2ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,127.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Técnicos e Profissões de Nível Intermediário,Pessoal Administrativo,130.2,sim,0,não,sim,Masculino,não,19,não,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled
64,Solteiro,Mudança de curso,1,Design de Comunicação,Diurno,Ensino médio,116.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,120.9,não,0,não,sim,Masculino,não,24,não,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled
65,Divorciado,Transferência,1,Enfermagem,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",126.0,sim,0,não,sim,Masculino,não,29,não,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout
66,Solteiro,1ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,139.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Técnicos e Profissões de Nível Intermediário,128.2,sim,0,não,sim,Masculino,sim,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
67,Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.0,sim,0,não,sim,Masculino,não,23,não,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate
68,Solteiro,1ª fase - Entrada geral,3,administração,Diurno,Ensino médio,125.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.1,não,0,sim,sim,Masculino,não,19,não,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
69,Solteiro,Maiores de 23 anos,1,Turismo,Diurno,Ensino médio,160.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Profissões das Forças Armadas,100.0,não,0,não,sim,Masculino,não,26,não,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
70,Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,148.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",134.0,não,0,não,sim,Masculino,não,18,não,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
71,Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,Pessoal Administrativo,130.8,não,0,não,sim,Masculino,não,24,não,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
72,Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,135.8,sim,0,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
73,Solteiro,2ª fase - Entrada geral,4,Turismo,Diurno,Ensino médio,118.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",111.7,sim,0,não,sim,Masculino,não,18,não,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout
74,Solteiro,1ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,142.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,132.9,sim,0,não,sim,Masculino,não,18,não,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate
75,Solteiro,2ª fase - Entrada geral,3,administração,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",115.5,sim,0,sim,sim,Masculino,não,18,não,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout
76,Solteiro,3ª fase - Entrada geral,4,Turismo,Diurno,Ensino médio,106.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",106.0,sim,0,não,sim,Masculino,sim,21,não,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
77,Solteiro,2ª fase - Entrada geral,4,Jornalismo e Comunicação,Diurno,Ensino médio,121.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.3,sim,0,sim,sim,Masculino,sim,19,não,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
78,Solteiro,2ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.8,não,0,não,sim,Masculino,sim,22,não,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate
79,Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",117.0,não,0,não,sim,Masculino,não,33,não,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
80,Solteiro,1ª fase - Entrada geral,6,Educação básica (pedagogia),Diurno,Ensino médio,114.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.2,sim,0,não,sim,Masculino,não,20,não,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
81,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino superior – bacharelado,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,155.7,sim,0,não,sim,Masculino,não,35,não,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
82,Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino superior – mestrado,160.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,180.4,não,0,sim,sim,Masculino,não,24,não,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
83,Solteiro,2ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,Pessoal Administrativo,125.5,não,0,não,sim,Masculino,não,18,não,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
84,Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",110.0,sim,0,não,sim,Feminino,não,33,não,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate
85,Solteiro,Transferência,1,Enfermagem,Diurno,Ensino médio,160.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",161.0,sim,0,não,sim,Feminino,sim,22,não,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
86,Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,120.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",100.0,não,0,não,sim,Feminino,sim,25,não,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
87,Solteiro,2ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,124.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,Estudante,117.6,sim,0,não,sim,Masculino,não,20,não,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
88,Solteiro,1ª fase - Entrada geral,6,administração,Diurno,Ensino médio,143.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,128.7,sim,0,não,sim,Masculino,não,23,não,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
89,Solteiro,Mudança de curso,2,Engenharia de software,Diurno,Ensino médio,115.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",112.2,sim,0,sim,sim,Masculino,não,18,não,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
90,Solteiro,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Profissões das Forças Armadas,100.8,não,0,não,sim,Masculino,não,24,não,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
91,Solteiro,2ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,133.1,Brasil,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,105.0,sim,0,não,não,Feminino,não,21,sim,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
92,Solteiro,Estudante internacional (bacharelado),1,Equinicultura,Diurno,Ensino médio,133.1,Brasil,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,100.0,não,0,não,sim,Feminino,não,26,sim,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
93,Casado,Maiores de 23 anos,1,Educação básica (pedagogia),Diurno,11º ano de escolaridade – não concluído,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Desconhecido,Estudante,Estudante,115.5,não,0,não,sim,Feminino,não,39,não,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
94,Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,114.0,não,0,não,sim,Feminino,não,44,não,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
95,Solteiro,Estudante internacional (bacharelado),1,Engenharia de software,Diurno,Ensino médio,130.0,São Tomé e Príncipe,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,137.0,sim,0,não,sim,Masculino,não,19,sim,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
96,Solteiro,1ª fase - Entrada geral,5,Jornalismo e Comunicação,Diurno,Ensino médio,135.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.9,sim,0,não,sim,Feminino,não,18,não,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
97,Solteiro,1ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,132.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.3,sim,0,não,sim,Feminino,sim,18,não,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
98,Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,135.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Licenciatura,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",134.3,sim,0,não,sim,Feminino,não,19,não,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
99,Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,115.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,111.5,sim,0,sim,não,Feminino,não,19,não,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
100,Solteiro,Titulares de diploma de licenciatura/tecnologo,1,Medicina Veterinária,Diurno,Curso técnico superior profissional,130.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,128.8,não,0,não,sim,Feminino,não,21,não,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
101,Solteiro,1ª fase - Entrada geral,4,Animação e Design Multimédia,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Profissões das Forças Armadas,110.0,sim,0,não,sim,Feminino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
102,Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",113.5,sim,0,não,sim,Feminino,não,36,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
103,Divorciado,Maiores de 23 anos,1,Agronomia,Diurno,11º ano de escolaridade,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",160.0,não,0,não,sim,Feminino,não,43,não,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
104,Solteiro,3ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,123.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",117.4,sim,0,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
105,Solteiro,Mudança de instituição/curso,1,Design de Comunicação,Diurno,Ensino médio,130.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Especialistas em Atividades Intelectuais e Científicas,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,122.2,não,0,sim,sim,Feminino,não,20,não,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
106,Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",118.2,sim,0,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
107,Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,113.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,106.7,sim,0,não,sim,Feminino,não,20,não,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,Solteiro,1ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,111.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Mestrado,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,108.2,sim,0,não,sim,Feminino,não,20,não,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,Solteiro,2ª fase - Entrada geral,2,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,107.0,sim,0,não,sim,Feminino,não,20,não,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
